_id;Year;Month;Type;Departure station;Arrival station;Average travel time;Number of expected travels;Number of cancelled trains;Number of late trains at departure;Average delay at departure of all trains;Number of late trains at arrival;Average delay at arrival of all trains;Comment on delay at arrival;Number of late trains > 15min;Average delay of late trains > 15min;Number of late trains > 30min;Number of late trains > 60min;Percentage of late trains due to external causes;Percentage of late trains due to infrastructure;Percentage of late trains due to traffic management;Percentage of late trains due to rolling stock;Percentage of late trains due to station management and reuse of material;Percentage of late trains due to passenger traffic
2018_06_REIMS_PARIS_EST;2018;6;National;REIMS;PARIS EST;46;217;8;32;2.771770335;53;5.094736842;"04/06 : Csq bruits sous caisse du 7699 ? 2712 (7‘) + Csq ERTMS 2854 ? 2714 (16‘) +Csq fontis à Rethel (LTV 40) ? 2722 (5‘)
05/06 : Csq incident caténaire à Pantin ? 2722 (64’), 2738 (36’), 2752 (24’)
06/06 : Csq dérangement signalisation à Launois ?2722 (47’) + Arrêt supplémentaire en gare de CGV ? 2760 (5’) + Attente correspondance avec TER ? 2714 (5‘)
10/06 : Ltv 40 Amagne Lucquy ? 2754 (10’)
11/06 : Csq alarme incendie sur 5454 ? 2760 (19‘) + Csq incident porte sur 2712 ? 2714 (23’) et 2712 (44’) + incident caténaire suite aux intempéries à Chalons en Champagne? 2778 (88’) + Ltv 40 Amagne Lucquy ? 2722 (6’)
14/06 : Csq dérangement DBC à Lorraine ? 2706 (11’) + Ltv 40 Amagne Lucquy ? 2722 (6’)
15/06 : Ltv 40 Amagne Lucquy ? 2722 (6’) et 2714 (5’)
16/06 : Ltv 40 Amagne Lucquy ? 2726 (10’) et 2720 (8’)
20/06 : Ltv 40 à Rethel ? 2722 (5’) + Csq incident porte ? 2712 (7’)
21/06 : Pb frein suite à mise en UM à Reims ? 2714 (11’) + espacement (10’) + LTV à Lavannes ? 2722 (13’) + attente correspondance TER ? 2778 (5’)
24/06 : 2754 ? LTV à Lavannes (5’) et csq incident porte à Reims (6’) + VL 40 pour 2766 (5’)
25/06 : Personne aux abords des voies à Maison Blanche ? 2712 (11‘) + LTV à Lavannes ? 2714 (5’)
26/06 : Csq déraillement draisine à PE ? 2714 (6’), 2712(5’), 2752 (10’) + Csq défaut de traction sur TER à Noisy ?2778 (12’)
30/06 : LTV à Lavannes ? 2720 (5’) + Csq montée d’une PSH à Chalons (5’) + attente correspondance avec TER à BLD ? 2784 (7’)";17;5.094736842;6;2;9.302325581;27.90697674;20.93023256;18.60465116;18.60465116;4.651162791
2018_06_PARIS_NORD_DOUAI;2018;6;National;PARIS NORD;DOUAI;67;206;39;18;2.945708583;37;4.37255489;;12;4.37255489;4;2;17.64705882;26.47058824;23.52941176;23.52941176;8.823529412;0.0
2018_06_DOUAI_PARIS_NORD;2018;6;National;DOUAI;PARIS NORD;77;203;37;7;1.218273092;25;3.302409639;;7;3.302409639;4;1;5.263157895;26.31578947;47.36842105;10.52631579;10.52631579;0.0
2018_06_PARIS_NORD_LILLE;2018;6;National;PARIS NORD;LILLE;62;717;124;62;3.14213041;123;5.506970208;;45;5.506970208;27;8;21.55172414;19.82758621;35.34482759;16.37931034;3.448275862;3.448275862
2018_06_LILLE_PARIS_NORD;2018;6;National;LILLE;PARIS NORD;63;652;90;66;2.139086595;109;3.645255042;;36;3.645255042;13;5;19.60784314;24.50980392;31.37254902;14.70588235;9.803921569;0.0
2018_06_LYON_PART_DIEU_LILLE;2018;6;National;LYON PART DIEU;LILLE;187;300;82;121;9.777522936;91;13.50795107;;65;13.50795107;28;6;27.5862069;26.43678161;14.94252874;16.09195402;8.045977011;6.896551724
2018_06_PARIS_VAUGIRARD_NANTES;2018;6;National;PARIS VAUGIRARD;NANTES;139;50;0;3;0.443666667;6;9.553;"01/06: Restitution tardive TRVX
11/06: Intempéries
12/06: Dérangement d'installation
25/06: Dérangement d'animaux sauvages";4;9.553;2;1;33.33333333;33.33333333;33.33333333;0.0;0.0;0.0
2018_06_MARNE_LA_VALLEE_MARSEILLE_ST_CHARLES;2018;6;National;MARNE LA VALLEE;MARSEILLE ST CHARLES;218;345;50;79;4.821186441;49;6.597909605;;49;6.597909605;18;1;24.13793103;27.5862069;20.68965517;13.79310345;6.896551724;6.896551724
2018_06_PARIS_LYON_AIX_EN_PROVENCE_TGV;2018;6;National;PARIS LYON;AIX EN PROVENCE TGV;187;450;31;58;4.020922832;73;5.384725537;;47;5.384725537;27;12;12.32876712;34.24657534;12.32876712;24.65753425;15.06849315;1.369863014
2018_06_PARIS_LYON_ANNECY;2018;6;National;PARIS LYON;ANNECY;227;178;42;17;4.782598039;45;16.04044118;Détournements suite affaissement du talus à St-Béron-la-Bridoire dans les Alpes.;45;16.04044118;22;6;84.44444444;6.666666667;4.444444444;4.444444444;0.0;0.0
2018_06_PARIS_LYON_AVIGNON_TGV;2018;6;National;PARIS LYON;AVIGNON TGV;159;504;18;72;3.817592593;109;8.649725652;intervention pompiers à bord du 9827 à Valence-TGV;73;8.649725652;35;13;11.11111111;24.07407407;19.44444444;30.55555556;12.96296296;1.851851852
2018_06_BESANCON_FRANCHE_COMTE_TGV_PARIS_LYON;2018;6;National;BESANCON FRANCHE COMTE TGV;PARIS LYON;130;196;26;15;1.945294118;22;7.241862745;colis suspect en gare de Paris Gare de Lyon;20;7.241862745;12;8;11.11111111;44.44444444;22.22222222;16.66666667;5.555555556;0.0
2018_06_PARIS_LYON_DIJON_VILLE;2018;6;National;PARIS LYON;DIJON VILLE;96;442;47;42;3.156666667;40;4.468860759;;31;4.468860759;15;7;12.82051282;28.20512821;5.128205128;38.46153846;5.128205128;10.25641026
2018_06_PARIS_LYON_GRENOBLE;2018;6;National;PARIS LYON;GRENOBLE;181;236;50;30;4.796505376;42;8.080645161;;33;8.080645161;16;7;5.0;22.5;15.0;50.0;7.5;0.0
2018_06_PARIS_LYON_LE_CREUSOT_MONTCEAU_MONTCHANIN;2018;6;National;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;78;208;10;13;1.666414141;40;6.447306397;;17;6.447306397;10;7;10.71428571;46.42857143;10.71428571;25.0;7.142857143;0.0
2018_06_LYON_PART_DIEU_PARIS_LYON;2018;6;National;LYON PART DIEU;PARIS LYON;120;611;10;115;3.605213533;84;5.906295064;;62;5.906295064;32;15;12.34567901;30.86419753;20.98765432;24.69135802;9.87654321;1.234567901
2018_06_PARIS_LYON_NIMES;2018;6;National;PARIS LYON;NIMES;177;418;90;61;5.447815041;64;8.651930894;heurt d’un animal par le TGV 6137 entre Tonnerre et Pasilly;52;8.651930894;28;17;12.90322581;33.87096774;12.90322581;35.48387097;3.225806452;1.612903226
2018_06_PARIS_LYON_TOULON;2018;6;National;PARIS LYON;TOULON;240;316;64;39;4.369973545;39;5.478240741;intervention pompiers à bord du 9827 à Valence-TGV;39;5.478240741;20;6;23.68421053;36.84210526;5.263157895;28.94736842;2.631578947;2.631578947
2018_06_PARIS_LYON_VALENCE_ALIXAN_TGV;2018;6;National;PARIS LYON;VALENCE ALIXAN TGV;131;384;82;56;5.286810155;52;8.165231788;décontrôle d’aiguilles à Valence-TGV;43;8.165231788;23;13;12.24489796;32.65306122;10.20408163;36.73469388;6.12244898;2.040816327
2018_06_LYON_PART_DIEU_MONTPELLIER;2018;6;National;LYON PART DIEU;MONTPELLIER;112;334;106;85;7.459356725;58;9.161549708;;42;9.161549708;20;6;17.77777778;33.33333333;15.55555556;20.0;6.666666667;6.666666667
2018_06_PARIS_EST_FRANCFORT;2018;6;International;PARIS EST;FRANCFORT;108;155;1;8;1.752597403;16;3.941558442;;8;3.941558442;5;4;0.0;0.0;0.0;0.0;0.0;0.0
2018_06_GENEVE_PARIS_LYON;2018;6;International;GENEVE;PARIS LYON;180;218;45;8;-0.826589595;116;23.66396917;;92;23.66396917;51;15;0.0;0.0;0.0;0.0;0.0;0.0
2018_06_PARIS_LYON_LAUSANNE;2018;6;International;PARIS LYON;LAUSANNE;179;136;14;12;2.779508197;29;10.45081967;;24;10.45081967;11;3;0.0;0.0;0.0;0.0;0.0;0.0
2018_06_BARCELONA_PARIS_LYON;2018;6;International;BARCELONA;PARIS LYON;300;99;11;10;1.420454545;23;14.2905303;;23;14.2905303;17;7;0.0;0.0;0.0;0.0;0.0;0.0
2018_07_BORDEAUX_ST_JEAN_PARIS_MONTPARNASSE;2018;7;National;BORDEAUX ST JEAN;PARIS MONTPARNASSE;146;817;160;337;8.462962963;185;12.61029934;"Ce mois-ci, l'OD a été touchée par 2 journées de grève ainsi que  par les incidents suivants :
- le 1er : intempéries à Puyoo avec arbre sur les voies (18 TGV retardés pour 606 minutes perdues), 
- le 4 : intempéries dans la région de Bordeaux avec plusieurs arbres sur les voies vers Facture, Bordeaux et Angoulême (22 TGV retardés pour 2513 minutes perdues),
- le 8 : une rupture caténaire près de Facture (15 TGV retardés pour 791 minutes perdues),
- le 13 : un dérangement électrique vers Massy (33 TGV retardés pour 797 minutes perdues) et un client qui bloque les portes d'un TGV au départ de Paris-Montparnasse (10 TGV retardés pour 132 minutes perdues), 
- le 15 : une rupture caténaire près de Facture (22 TGV retardés pour 1335 minutes perdues), 
- le 16 : suite aux intempéries inondation entre Bayonne et Biarritz (23 TGV retardés pour 408 minutes perdues),
- le 19 : un dérangement d'installation sur la ligne à grande vitesse près de Poitiers nécessite le détournement des TGV par ligne classique (14 TGV retardés pour 295 minutes perdues)
- le 25 : une défaillance sur un aiguillage après le passage d'un engin travaux sur le chantier de renouvellement des appareils de voies de la ligne à grande vitesse Atlantique (33 TGV retardés pour un total de  663 minutes perdues),
- du 27 au 30 : suite à l'incendie d'un transformateur électrique à Issy-les-Moulineaux, le vendredi 27, l'accès à la gare de Paris-Montparnasse est restreint (322 TGV supprimés et 160 détournés par Paris Austerlitz).";133;12.61029934;64;30;22.09302326;37.20930233;17.44186047;9.88372093;6.976744186;6.395348837
2018_07_LE_MANS_PARIS_MONTPARNASSE;2018;7;National;LE MANS;PARIS MONTPARNASSE;61;385;37;242;6.700957854;147;8.759003831;"Ce mois-ci, l'OD a été touchée par 2 journées de grève ainsi que  par les incidents suivants :
- le 4 : panne d'un train Fret avec une fuite de matières dangereuses, au niveau de Nantes (27 TGV retardés pour 698 minutes perdues) et l'arrivée tardive des TGV en gare de Paris-Montparnasse qui ont retardés les départs de cette gare (20 TGV retardés pour 718 minutes perdues),
- le 6 : suite aux intempéries, affaissement sur une partie de la voie entre Chateaubourg et Vitré nécessitant une limitaiton de vitesse sur la zone (10 TGV retardés pour 295 minutes perdues),
- le 12 : un colis suspect en  gare du Mans (15 TGV retardés pour 286 minutes perdues),
- le 13 : un dérangement électrique vers Massy (33 TGV retardés pour 797 minutes perdues) et un client qui bloque les portes d'un TGV au départ de Paris-Montparnasse (10 TGV retardés pour 132 minutes perdues), 
- le 17 : un accident de personne vers Sablé (21 TGV retardés pour 757 minutes perdues), 
- le 18 : un défaut de nivellement de la voie entre Messac et Redon (32 TGV retardés pour 332 minutes perdues), 
- le 25 : une défaillance sur un aiguillage après le passage d'un engin travaux sur le chantier de renouvellement des appareils de voies de la ligne à grande vitesse Atlantique (33 TGV retardés pour un total de  663 minutes perdues),
- du 27 au 30 : suite à l'incendie d'un transformateur électrique à Issy-les-Moulineaux, le vendredi 27, l'accès à la gare de Paris-Montparnasse est restreint (322 TGV supprimés et 160 détournés par Paris Austerlitz).";58;8.759003831;18;8;6.603773585;50.94339623;22.64150943;10.37735849;1.886792453;7.547169811
2018_07_POITIERS_PARIS_MONTPARNASSE;2018;7;National;POITIERS;PARIS MONTPARNASSE;99;455;75;183;4.255438596;98;7.097236842;"Ce mois-ci, l'OD a été touchée par 2 journées de grève ainsi que  par les incidents suivants :
- le 4 : intempéries dans la région de Bordeaux avec plusieurs arbres sur les voies vers Facture, Bordeaux et Angoulême (22 TGV retardés pour 2513 minutes perdues),
- le 13 : un dérangement électrique vers Massy (33 TGV retardés pour 797 minutes perdues) et un client qui bloque les portes d'un TGV au départ de Paris-Montparnasse (10 TGV retardés pour 132 minutes perdues), 
- le 19 : un dérangement d'installation sur la ligne à grande vitesse près de Poitiers nécessite le détournement des TGV par ligne classique (14 TGV retardés pour 295 minutes perdues)
- le 25 : une défaillance sur un aiguillage après le passage d'un engin travaux sur le chantier de renouvellement des appareils de voies de la ligne à grande vitesse Atlantique (33 TGV retardés pour un total de  663 minutes perdues),
- du 27 au 30 : suite à l'incendie d'un transformateur électrique à Issy-les-Moulineaux, le vendredi 27, l'accès à la gare de Paris-Montparnasse est restreint (322 TGV supprimés et 160 détournés par Paris Austerlitz).";39;7.097236842;16;5;16.66666667;36.11111111;22.22222222;11.11111111;4.166666667;9.722222222
2018_07_PARIS_MONTPARNASSE_RENNES;2018;7;National;PARIS MONTPARNASSE;RENNES;103;589;68;126;4.28653231;85;7.129558541;;59;7.129558541;31;12;8.75;32.5;13.75;32.5;5.0;7.5
2018_07_ST_MALO_PARIS_MONTPARNASSE;2018;7;National;ST MALO;PARIS MONTPARNASSE;181;111;14;94;5.489175258;15;9.433333333;;15;9.433333333;9;4;11.11111111;77.77777778;0.0;11.11111111;0.0;0.0
2018_07_TOULOUSE_MATABIAU_PARIS_MONTPARNASSE;2018;7;National;TOULOUSE MATABIAU;PARIS MONTPARNASSE;264;201;33;49;2.338392857;49;17.3484127;"Ce mois-ci, l'OD a été touchée par 2 journées de grève ainsi que  par les incidents suivants :
- le 4 : intempéries dans la région de Bordeaux avec plusieurs arbres sur les voies vers Facture, Bordeaux et Angoulême (22 TGV retardés pour 2513 minutes perdues),
- le 13 : un dérangement électrique vers Massy (33 TGV retardés pour 797 minutes perdues) et un client qui bloque les portes d'un TGV au départ de Paris-Montparnasse (10 TGV retardés pour 132 minutes perdues), 
- le 16 : rupture caténaire suite à la foudre à Moissac (9 TGV retardés pour 558 minutes perdues),
- le 19 : un dérangement d'installation sur la ligne à grande vitesse près de Poitiers nécessite le détournement des TGV par ligne classique (14 TGV retardés pour 295 minutes perdues)
- le 25 : une défaillance sur un aiguillage après le passage d'un engin travaux sur le chantier de renouvellement des appareils de voies de la ligne à grande vitesse Atlantique (33 TGV retardés pour un total de  663 minutes perdues),
- du 27 au 30 : suite à l'incendie d'un transformateur électrique à Issy-les-Moulineaux, le vendredi 27, l'accès à la gare de Paris-Montparnasse est restreint (322 TGV supprimés et 160 détournés par Paris Austerlitz).";49;17.3484127;21;14;30.6122449;40.81632653;18.36734694;8.163265306;0.0;2.040816327
2018_07_VANNES_PARIS_MONTPARNASSE;2018;7;National;VANNES;PARIS MONTPARNASSE;161;261;28;127;3.186695279;53;9.633690987;"Ce mois-ci, l'OD a été touchée par 2 journées de grève ainsi que  par les incidents suivants :
- le 13 : un dérangement électrique vers Massy (33 TGV retardés pour 797 minutes perdues) et un client qui bloque les portes d'un TGV au départ de Paris-Montparnasse (10 TGV retardés pour 132 minutes perdues), 
-le 18 : un défaut de nivellement de la voie entre Messac et Redon (32 TGV retardés pour 332 minutes perdues), 
- le 25 : une défaillance sur un aiguillage après le passage d'un engin travaux sur le chantier de renouvellement des appareils de voies de la ligne à grande vitesse Atlantique (33 TGV retardés pour un total de  663 minutes perdues),
- du 27 au 30 : suite à l'incendie d'un transformateur électrique à Issy-les-Moulineaux, le vendredi 27, l'accès à la gare de Paris-Montparnasse est restreint (322 TGV supprimés et 160 détournés par Paris Austerlitz).";36;9.551702128;16;8;11.76470588;47.05882353;19.60784314;11.76470588;5.882352941;3.921568627
2018_07_LYON_PART_DIEU_RENNES;2018;7;National;LYON PART DIEU;RENNES;234;86;4;79;15.28373984;48;36.81686992;"Ce mois-ci, l'OD a été touchée par 2 journées de grève ainsi que  par les incidents suivants :
- le 5 : un accident de personne vers Lyon (10 TGV retardés pour 506 minutes perdues), 
- le 13 : un dérangement électrique vers Massy (33 TGV retardés pour 797 minutes perdues) et un client qui bloque les portes d'un TGV au départ de Paris-Montparnasse (10 TGV retardés pour 132 minutes perdues), 
- le 15 : un accident de personne aux Ardoines en Ile-de-France (20 TGV retardés pour 281 minutes perdues). 
- le 25 : une défaillance sur un aiguillage après le passage d'un engin travaux sur le chantier de renouvellement des appareils de voies de la ligne à grande vitesse Atlantique (33 TGV retardés pour un total de  663 minutes perdues),
- du 27 au 30 : suite à l'incendie d'un transformateur électrique à Issy-les-Moulineaux, le vendredi 27, l'accès à la gare de Paris-Montparnasse est restreint (322 TGV supprimés et 160 détournés par Paris Austerlitz).";48;36.81686992;23;14;20.0;24.44444444;22.22222222;22.22222222;8.888888889;2.222222222
2018_07_NANCY_PARIS_EST;2018;7;National;NANCY;PARIS EST;93;311;16;57;1.374689266;32;2.322542373;;14;2.322542373;6;1;10.34482759;34.48275862;10.34482759;27.5862069;10.34482759;6.896551724
2018_07_NANTES_STRASBOURG;2018;7;National;NANTES;STRASBOURG;304;56;0;14;1.61577381;11;10.64077381;"05/07 : 5460? Non-respect marche tracée (5’)
08/07 : Csq incident en chantier de prod à Ambérieu ? 5480 (17’) et 5460 (20’)
09/07 : 5460? Csq DBC sur 9555 à Livry Louvercy (30’) + 5478? Csq colis suspect à Roissy (21’)
10/07 : 5478? KVB rame ICE4709 (16’)
13/07 : 5460?Csq Non-respect marche tracée à Morlaix (18‘) + 5478? Espacement csq retard sur un autre réseau (5’)
15/07 : Espacement csq attente correspondance à Saint Pierre des Corps? 5480 (5’) + 5460 (5’) + 5460?Csq accident de personne aux Ardoines (56’) + Arret exceptionnel à Meuse (5’) 
16/07 : 5460?Espacement csq défaut porte à Rennes (18’) + 5478? espacement csq alerte radio sur TER à Austerlitz (11’) 
17/07 : 5478? Espacement csq dérangement asservissement sol machine à Lesse (12’)
20/07 : 5460? Csq modification journée ADC dernière minute à Rennes (14’) + soin matériel roulant à CGV (5’)
21/07 : 5478? Espacement dû à la présence d’animaux aux abords des voies à Auffay (5’) + 5460? Attente correspondance avec Ter à Rennes (7’)
24/07 : 5478? Csq perte de temps en ligne sans raison à Austerlitz (12’)
26/07 : 5460?Espacement csq dérangement installation de signalisation (17’)
27/07 : 5460?Rétention et espacements suite incident de Montparnasse (18’)
28/07 : 5460? Attente correspondance TER à Rennes (25’) + 5478? Affluence bagage à Roissy (5’) + Attente avitaillement à ASL (5’)
29/07 : 5460?Espacement csq incident Montparnasse (5’)
30/07 : 5460? Attente correspondance Ter à Rennes (27’) + suite incident Montparnasse (6’)
31/07 : 5460? Attente correspondance TGV à Rennes (14’) + colis suspect à MVC (42’)";11;10.64077381;7;4;20.0;20.0;10.0;40.0;0.0;10.0
2018_07_PARIS_NORD_ARRAS;2018;7;National;PARIS NORD;ARRAS;49;298;22;68;5.467391304;76;8.993719807;"le domaine « extérieur infra » pour l’irrégularité a atteint un sommet avec quasiment 7 points, on relève deux accidents de personne en début de mois : d’une part sur le secteur Nord à Hattencourt (mercredi 04) et le secteur Sud est à Lyon Part Dieu (jeudi 05) d’autre part. Pour l’évènement d’Hattencourt avec l’Eurostar 9031, la circulation normale des trains a repris après 05h30 d’interruption totale. Pour ce même domaine côté infra il s’agit de multiples causes d’incendies ou orages violents dans le Sud Est.
Les causes dérangements sont aussi nombreuses (4,7%) , avec en évènements marquants les défauts de géométrie de voie (passage rame contrôle IRIS) et surtout les dérangements d’installations de signalisation (zones, aiguilles, etc.).
Le Matériel prend une part importante pour l’irrégularité avec 5,2 points. Plusieurs fois le motif « tension parc » a été relevé avec des retards plus ou moins importants, voire des suppressions de trains. Les chantiers du Landy et Forest ont peiné à servir le plan de transport journalier. Les « soins engins » représentent la dominante des causes : application guide de dépannage avec ou sans  l’appui du PAC (Pôle d’appui conduite), incidents du frein, insuffisance traction, disjoncteurs défaillants, incidents portes, climatisations hs, détections alarmes incendie,… 
Accident de personne €* sur LGV Nord à Hattencourt : 49 tgv concernés et 4 rames d'attente
Déraillement locotracteur à Goussainville : 5 tgv concernés
Heurt morceau de bois du 999018 rame 226 à Sainghin : 14 tgv concernés.";38;8.993719807;23;11;18.91891892;8.108108108;40.54054054;24.32432432;5.405405405;2.702702703
2018_07_PARIS_NORD_DOUAI;2018;7;National;PARIS NORD;DOUAI;66;181;7;42;4.044923372;57;9.529214559;"le domaine « extérieur infra » pour l’irrégularité a atteint un sommet avec quasiment 7 points, on relève deux accidents de personne en début de mois : d’une part sur le secteur Nord à Hattencourt (mercredi 04) et le secteur Sud est à Lyon Part Dieu (jeudi 05) d’autre part. Pour l’évènement d’Hattencourt avec l’Eurostar 9031, la circulation normale des trains a repris après 05h30 d’interruption totale. Pour ce même domaine côté infra il s’agit de multiples causes d’incendies ou orages violents dans le Sud Est.
Les causes dérangements sont aussi nombreuses (4,7%) , avec en évènements marquants les défauts de géométrie de voie (passage rame contrôle IRIS) et surtout les dérangements d’installations de signalisation (zones, aiguilles, etc.).
Le Matériel prend une part importante pour l’irrégularité avec 5,2 points. Plusieurs fois le motif « tension parc » a été relevé avec des retards plus ou moins importants, voire des suppressions de trains. Les chantiers du Landy et Forest ont peiné à servir le plan de transport journalier. Les « soins engins » représentent la dominante des causes : application guide de dépannage avec ou sans  l’appui du PAC (Pôle d’appui conduite), incidents du frein, insuffisance traction, disjoncteurs défaillants, incidents portes, climatisations hs, détections alarmes incendie,…";34;9.529214559;15;6;18.51851852;12.96296296;46.2962963;20.37037037;1.851851852;0.0
2018_07_PARIS_NORD_LILLE;2018;7;National;PARIS NORD;LILLE;62;564;19;145;5.033944954;162;9.603486239;"le domaine « extérieur infra » pour l’irrégularité a atteint un sommet avec quasiment 7 points, on relève deux accidents de personne en début de mois : d’une part sur le secteur Nord à Hattencourt (mercredi 04) et le secteur Sud est à Lyon Part Dieu (jeudi 05) d’autre part. Pour l’évènement d’Hattencourt avec l’Eurostar 9031, la circulation normale des trains a repris après 05h30 d’interruption totale. Pour ce même domaine côté infra il s’agit de multiples causes d’incendies ou orages violents dans le Sud Est.
Les causes dérangements sont aussi nombreuses (4,7%) , avec en évènements marquants les défauts de géométrie de voie (passage rame contrôle IRIS) et surtout les dérangements d’installations de signalisation (zones, aiguilles, etc.).
Le Matériel prend une part importante pour l’irrégularité avec 5,2 points. Plusieurs fois le motif « tension parc » a été relevé avec des retards plus ou moins importants, voire des suppressions de trains. Les chantiers du Landy et Forest ont peiné à servir le plan de transport journalier. Les « soins engins » représentent la dominante des causes : application guide de dépannage avec ou sans  l’appui du PAC (Pôle d’appui conduite), incidents du frein, insuffisance traction, disjoncteurs défaillants, incidents portes, climatisations hs, détections alarmes incendie,… 

Dérangement infra et PN en RO : 10 tgv concernés
Défaillance €* à Fresnoy : 27 tgv concernés
Accident personne à Lyon Part Dieu :  10 tgv concernés
Dérangement zone à Pierrefitte : 31 tgv concernés avec 7550 et 7049 via Roissy.";87;9.568372943;47;17;20.64516129;15.48387097;29.03225806;27.74193548;5.161290323;1.935483871
